AFRICANO,ALEMAN,ANDINO,ARABE,ARMENIO,BELGA,BRITÁNICO,CHINO,COREANO,ESCANDINAVO,ESPAÑOL,ESTE EUROPEO,FRANCES,GERMANICO,GRIEGO,HEBREO,HINDU,HOLANDES,IBERICO,ITALIANO,JAPONES,JUJUY,NOA,PORTUGUES,SUIZOS,SUR,TAILANDIA,TIERRAS BAJAS,VASCO,departamento_id,departamento_nombre,provincia_nombre,AAR,GERMANICO-ALEMAN
0,109,6,32,21,0,79,1,0,5,5181,162,102,37,34,2,0,8,79,2345,3,1,8,34,22,3,15,0,1889,006518,MAR CHIQUITA,Buenos Aires,24,47
0,62,22,108,3,0,63,3,46,7,7327,84,200,32,1,1,4,2,206,3942,9,0,16,103,0,72,50,1,1942,006112,BRAGADO,Buenos Aires,44,113
0,454,53,161,40,1,147,6,0,19,20206,678,536,182,6,4,4,17,139,6938,28,20,27,179,2,9,0,3,4456,006126,CAMPANA,Buenos Aires,104,312
0,4601,186,683,1,12,552,3,3,202,42259,2005,1667,1588,17,137,35,25,910,19763,51,35,112,342,1,313,0,6,14104,006056,BAHIA BLANCA,Buenos Aires,1271,2466
0,271,17,100,3,34,64,0,29,127,3887,22,77,123,0,2,13,1,73,1449,15,1,4,19,0,12,22,0,972,006189,CORONEL DORREGO,Buenos Aires,38,140
0,176,170,81,1,1,95,21,48,16,18873,288,244,63,2,6,9,6,153,2068,54,35,73,197,1,3,0,4,3772,006648,PRESIDENTE PERON,Buenos Aires,54,122
0,52,4,27,1,7,97,0,0,1,3678,71,123,20,0,0,1,0,45,1377,6,2,1,17,0,37,26,1,699,006161,CARMEN DE ARECO,Buenos Aires,15,31
1,657,463,493,6,3,574,5,1,41,62541,1919,863,496,27,35,18,32,493,14963,190,48,224,578,4,37,29,28,15965,006260,ESTEBAN ECHEVERRIA,Buenos Aires,448,730
27,2356,902,1780,12,18,1770,40,4,157,152568,4410,3165,985,163,169,69,102,2070,67661,614,107,420,1514,2,80,0,78,28176,006441,LA PLATA,Buenos Aires,963,1853
0,50,1,19,18,1,23,0,0,1,1973,19,59,15,19,3,35,0,24,508,4,13,0,18,31,1,0,29,339,006847,TRES LOMAS,Buenos Aires,5,19
0,569,101,311,2,1,376,4,0,75,38121,882,641,260,7,24,25,17,279,10565,58,31,154,406,1,12,0,2,8771,006749,SAN FERNANDO,Buenos Aires,150,539
0,198,61,185,39,1,105,0,0,35,13122,328,236,90,10,1,2,6,160,3287,25,9,26,133,0,28,0,4,3745,006778,SAN VICENTE,Buenos Aires,67,143
0,40,11,29,0,0,69,3,42,0,3243,56,196,19,8,0,2,1,38,1431,8,46,2,46,31,0,0,12,928,006462,LEANDRO N. ALEM,Buenos Aires,3,42
17,77,4,98,0,0,126,0,26,3,8397,128,197,53,7,1,54,4,167,7014,23,4,13,146,1,7,42,3,1848,006210,CHACABUCO,Buenos Aires,107,69
0,101,8,28,2,13,49,0,1,2,2713,152,128,58,16,1,0,0,12,1137,22,4,1,19,7,28,48,7,752,006140,CAPITAN SARMIENTO,Buenos Aires,1,60
47,77,6,29,18,29,61,0,22,1,4481,62,158,24,0,0,0,1,50,2648,3,2,1,27,0,44,34,0,938,006728,SAN ANDRES DE GILES,Buenos Aires,8,49
0,71,6,32,0,0,79,2,0,8,6553,47,205,27,3,1,3,1,80,2294,8,0,1,19,11,3,18,5,1767,006392,GENERAL VILLEGAS,Buenos Aires,23,75
0,253,70,139,0,1,95,1,39,10,18054,376,378,141,1,15,11,6,138,4386,33,8,46,189,2,7,35,2,3685,006364,GENERAL RODRIGUEZ,Buenos Aires,106,221
0,122,1,17,19,2,13,1,0,106,1696,13,36,36,1,0,0,5,17,746,2,33,1,8,0,0,36,0,422,006742,SAN CAYETANO,Buenos Aires,11,38
0,523,66,218,0,1,181,9,0,39,19359,696,754,255,24,4,5,27,239,8658,24,14,27,244,5,1,24,5,4967,006882,ZARATE,Buenos Aires,71,370
2,566,246,317,3,6,456,7,1,49,40106,1247,783,298,8,26,15,25,402,13923,116,43,189,341,6,21,48,7,6977,006410,ITUZAINGO,Buenos Aires,209,499
21,58,6,8,1,0,119,8,50,3,2322,18,58,28,0,1,38,34,46,1194,3,1,1,43,0,1,0,2,729,006784,SUIPACHA,Buenos Aires,2,23
0,363,52,370,2,6,199,21,0,26,18079,1782,280,122,12,5,3,18,146,6413,60,9,43,172,45,18,33,4,3780,006098,BERISSO,Buenos Aires,154,160
23,790,45,274,2,4,292,1,33,583,17361,371,742,206,2,2,4,9,387,7775,56,1,9,140,1,15,19,2,6323,006581,NECOCHEA,Buenos Aires,63,438
0,350,7,277,0,0,140,0,0,453,11750,186,462,227,1,9,6,43,267,5445,16,2,33,48,0,17,0,0,3061,006833,TRES ARROYOS,Buenos Aires,146,387
42,252,16,115,0,0,145,0,0,8,15506,252,322,75,16,3,16,21,139,3772,7,2,20,98,23,7,0,1,2417,006770,SAN PEDRO,Buenos Aires,25,125
0,1187,4,16,0,0,61,8,45,48,3375,111,256,277,28,41,1,6,24,848,1,0,1,13,0,4,44,26,583,006651,PUAN,Buenos Aires,15,617
1,616,66,201,1,2,212,5,35,20,21911,541,506,180,2,10,1,5,326,11050,53,29,33,266,1,18,0,6,4891,006497,LUJAN,Buenos Aires,103,229
0,20,2,32,0,0,36,34,24,1,2788,13,68,13,1,0,13,3,35,990,2,0,1,47,0,1,19,25,661,006351,GENERAL PINTO,Buenos Aires,3,25
25,1318,632,402,3,1,412,5,46,72,133150,1957,1277,258,30,19,48,25,515,9703,457,182,266,765,1,42,0,33,20897,006274,FLORENCIO VARELA,Buenos Aires,329,688
33,21,1,10,25,47,35,0,0,7,2367,19,49,2,1,1,46,6,35,700,2,0,0,9,0,1,0,0,472,006277,F.AMEGHINO,Buenos Aires,8,39
0,1226,198,399,1,0,355,8,1,49,43576,1266,808,353,14,33,11,31,405,12463,75,79,202,352,1,16,0,16,10097,006408,HURLINGHAM,Buenos Aires,160,573
0,165,53,57,1,1,54,1,50,13,7037,163,164,90,3,4,3,2,54,1570,4,2,16,78,1,5,0,3,1403,006266,EXALTACION DE LA CRUZ,Buenos Aires,60,166
10,30,1,10,0,0,30,9,9,1,2751,36,109,8,13,6,0,7,23,511,2,0,0,5,28,2,0,0,589,006406,HIPOLITO YRIGOYEN,Buenos Aires,15,49
41,185,9,76,49,18,89,0,0,10,8183,227,278,137,21,5,1,3,80,2795,24,1,9,54,14,2,8,1,1204,006070,BARADERO,Buenos Aires,10,267
0,81,1,133,44,7,56,14,23,15,7136,47,205,41,5,2,8,2,76,4441,21,9,3,42,0,30,28,0,1570,006854,VEINTICINCO DE MAYO,Buenos Aires,31,77
44,246,39,64,3,3,121,50,0,10,7169,340,165,71,3,5,4,4,111,2021,11,8,11,87,18,1,21,4,1512,006868,VILLA GESELL,Buenos Aires,72,140
3,66,3,34,0,1,78,5,1,23,3132,29,131,42,0,6,1,1,27,1535,10,1,1,29,11,1,0,1,1115,006301,GENERAL BELGRANO,Buenos Aires,14,67
1,1296,463,466,1,6,444,9,2,63,53940,1551,1229,630,18,38,25,86,596,12195,246,73,210,545,2,31,19,30,13060,006760,SAN MIGUEL,Buenos Aires,191,1039
13,85,2,69,22,17,64,38,50,20,3534,29,132,57,1,4,3,6,51,945,10,1,3,35,5,0,48,41,1119,006476,LOBERIA,Buenos Aires,22,46
0,72,9,48,34,2,124,5,0,1,8206,90,243,21,5,1,0,5,195,5029,11,1,2,91,4,3,0,49,2513,006469,LINCOLN,Buenos Aires,33,57
23,1337,453,587,3,2,498,2,0,47,91196,3101,1342,558,10,22,30,23,578,15440,151,115,267,810,3,53,0,22,16200,006091,BERAZATEGUI,Buenos Aires,303,781
28,189,21,768,1,0,275,2,27,20,22377,765,632,97,3,10,25,7,239,15328,16,3,80,157,1,5,0,0,4953,006623,PERGAMINO,Buenos Aires,117,187
16,13,2,28,0,28,47,0,0,2,2388,29,74,27,0,21,1,0,28,1686,1,4,1,22,0,35,41,1,559,006693,ROQUE PEREZ,Buenos Aires,11,91
1,120,8,77,31,1,102,30,36,22,8322,211,195,80,5,5,6,11,133,2731,13,2,8,77,2,3,12,1,1859,006280,GENERAL ALVARADO,Buenos Aires,25,145
1,30,6,37,50,1,16,27,0,3,1964,130,119,27,6,1,8,0,43,795,43,3,6,26,0,3,0,1,651,006655,PUNTA INDIO,Buenos Aires,9,38
49,265,13,416,22,3,226,1,1,19,22680,419,516,104,28,4,17,4,264,11603,35,3,22,219,42,52,31,2,4154,006413,JUNIN,Buenos Aires,92,152
17,2815,379,1060,15,12,663,32,5,71,84729,3168,1379,1650,64,87,37,69,898,35892,258,133,357,864,10,41,30,59,14633,006371,GENERAL SAN MARTIN,Buenos Aires,314,2311
0,142,2,29,1,0,123,1,4,2,3034,222,170,37,45,4,44,1,70,2622,7,1,3,59,1,0,0,1,1012,006735,SAN ANTONIO DE ARECO,Buenos Aires,10,63
0,16,2,13,40,43,44,8,0,4,2677,17,74,19,3,0,1,34,109,841,0,1,19,15,0,0,0,0,808,006287,GENERAL ALVEAR,Buenos Aires,8,5
0,48,13,2,0,0,29,13,2,1,2352,17,61,6,0,1,6,0,26,2101,1,30,5,14,0,6,0,0,386,006021,ALBERTI,Buenos Aires,9,11
23,36,2,57,0,1,56,0,0,18,5097,47,215,34,0,1,1,0,38,1634,5,0,1,36,0,1,12,0,1931,006042,AYACUCHO,Buenos Aires,4,12
42,910,316,388,1,5,379,4,8,25,66031,984,729,310,8,13,22,18,249,7395,202,94,328,566,7,17,3,32,13446,006412,J.C.PAZ,Buenos Aires,188,565
0,123,4,59,0,0,61,4,0,14,8685,71,260,46,2,6,19,3,71,3192,17,4,5,27,41,2,39,0,1938,006609,PEHUAJO,Buenos Aires,10,115
0,30,1,29,16,0,37,0,0,33,1879,13,126,15,0,1,2,18,25,778,5,1,3,23,30,0,0,15,579,006798,TAPALQUE,Buenos Aires,2,11
2,1890,875,1034,18,8,1198,13,1,118,158900,4862,2791,1016,61,80,66,45,1537,45123,407,118,683,1450,7,48,49,98,29920,006490,LOMAS DE ZAMORA,Buenos Aires,569,1443
35,82,5,51,0,3,72,1,14,24,6694,139,160,79,1,2,5,2,70,1831,17,0,6,90,0,10,11,2,1606,006119,BRANDSEN,Buenos Aires,26,91
2,1496,791,321,0,6,333,13,9,30,40418,1084,975,559,28,19,11,28,300,10303,250,51,195,498,4,28,27,17,9253,006252,ESCOBAR,Buenos Aires,413,771
35,142,7,200,0,0,114,3,33,17,9237,108,267,47,1,1,4,13,128,4366,7,0,1,85,1,6,26,1,3043,006063,BALCARCE,Buenos Aires,45,58
0,62,1,36,48,1,39,0,48,42,2620,16,62,34,39,1,1,0,29,1332,2,40,9,28,27,5,0,0,848,006014,GONZALES CHAVES,Buenos Aires,14,53
4,988,335,559,9,3,473,12,2,90,81428,4546,1551,441,50,67,25,34,1233,25316,201,108,283,1085,1,40,0,19,15153,006035,AVELLANEDA,Buenos Aires,231,888
0,68,1,64,10,0,30,26,43,2,4568,143,214,36,3,3,13,1,54,2241,2,2,8,65,32,5,17,1,918,006686,ROJAS,Buenos Aires,3,48
23,1421,37,257,0,7,304,1,0,72,18230,384,944,583,7,48,63,6,299,10438,29,6,39,243,0,19,42,22,4725,006595,OLAVARRIA,Buenos Aires,157,849
0,205,14,82,0,0,108,4,2,11,9135,86,432,111,5,7,4,9,105,4227,25,44,3,51,1,15,34,1,1907,006826,TRENQUE LAUQUEN,Buenos Aires,43,114
1,328,230,88,3,1,94,1,40,31,17041,310,360,208,6,14,7,4,135,3662,12,57,56,56,1,11,0,4,2219,006182,CORONEL ROSALES,Buenos Aires,110,247
2,1873,447,472,4,7,411,6,49,35,85519,1226,1017,683,11,32,11,38,345,8720,147,160,654,585,27,28,26,67,16072,006515,MALVINAS ARGENTINAS,Buenos Aires,195,1093
0,7,44,7,50,9,6,40,0,3,771,25,9,7,42,0,45,29,11,179,44,10,2,5,35,1,49,0,273,006336,GENERAL LAVALLE,Buenos Aires,2,9
28,79,44,31,50,0,57,1,48,11,1713,8,109,63,0,2,10,0,42,545,4,28,1,22,0,1,0,2,859,006448,LAPRIDA,Buenos Aires,3,59
37,564,150,99,24,11,71,43,14,26,6528,157,121,288,0,1,1,5,55,1799,2,21,24,60,1,50,0,5,1430,006875,VILLARINO,Buenos Aires,178,482
17,689,8,37,0,0,55,47,6,28,2496,200,107,267,18,2,21,1,65,963,31,1,5,31,45,23,0,0,824,006007,ADOLFO ALSINA,Buenos Aires,20,469
21,96,11,144,15,25,208,2,25,21,5518,139,374,82,2,3,2,4,165,2906,15,3,2,38,2,1,3,3,3612,006217,CHASCOMUS,Buenos Aires,45,57
32,1154,8,26,0,1,166,0,12,18,2967,119,447,172,1,16,5,2,125,1433,0,2,23,45,42,8,13,29,852,006700,SAAVEDRA,Buenos Aires,22,417
0,538,37,292,2,2,231,1,0,320,24333,641,913,224,8,41,3,16,440,10349,41,4,40,185,1,11,13,1,8297,006791,TANDIL,Buenos Aires,119,429
0,131,69,84,0,3,127,0,0,17,13215,257,274,71,2,9,4,8,97,2094,71,19,52,134,1,10,1,1,2627,006525,MARCOS PAZ,Buenos Aires,94,122
2,2338,564,847,4,5,930,10,1,112,112342,4789,2186,843,47,130,67,61,1129,44975,343,131,366,1418,13,63,37,30,29642,006658,QUILMES,Buenos Aires,415,1650
22,314,54,135,0,1,171,0,3,32,12081,187,587,86,2,22,4,2,144,5237,13,2,51,109,8,17,0,2,4689,006049,AZUL,Buenos Aires,40,223
48,80,20,53,22,0,66,16,25,5,6117,115,108,22,2,1,1,10,63,3835,17,2,8,39,22,15,46,4,1826,006665,RAMALLO,Buenos Aires,23,56
32,196,61,165,1,0,97,2,0,8,14678,342,301,96,4,4,3,10,132,4749,22,16,44,246,1,4,0,3,3242,006245,ENSENADA,Buenos Aires,67,112
30,20,1,11,0,14,28,0,2,1,2253,20,54,20,0,0,0,0,55,882,1,13,1,11,0,1,22,4,1019,006511,MAIPU,Buenos Aires,1,56
3,624,271,300,27,1,209,1,1,10,35322,819,473,135,20,14,6,9,256,6693,85,64,182,424,4,9,37,13,7083,006270,EZEIZA,Buenos Aires,233,255
28,157,3,6,0,34,65,30,0,1,5214,45,89,53,0,14,0,2,39,767,0,2,1,16,0,8,45,2,1086,006231,DAIREAUX,Buenos Aires,11,68
48,143,5,77,0,1,155,0,0,6,5894,109,223,56,6,2,4,3,61,5566,6,1,2,40,50,1,50,2,1708,006483,LOBOS,Buenos Aires,26,114
1,1659,526,408,2,10,602,15,23,131,70371,1383,1110,537,15,37,34,30,454,9952,129,53,182,815,15,16,45,20,12247,006638,PILAR,Buenos Aires,362,1209
0,90,2,29,36,9,13,30,0,1,5904,225,117,23,1,2,4,0,39,3194,8,1,7,19,27,15,0,1,926,006175,COLON,Buenos Aires,89,48
35,10,2,9,19,36,4,0,10,20,455,3,4,2,0,17,0,23,19,72,0,26,0,0,0,7,5,1,185,006812,TORDILLO,Buenos Aires,0,2
0,1492,311,836,9,14,514,22,1,63,83435,2705,1593,515,25,46,33,34,818,32177,275,70,341,718,1,30,0,23,13050,006568,MORON,Buenos Aires,291,1139
3,1591,422,1021,22,5,601,8,2,77,121477,6839,1732,698,54,128,47,60,1304,43482,296,71,375,1129,6,36,0,39,20476,006434,LANUS,Buenos Aires,305,1232
0,165,6,5,47,36,30,19,34,9,2458,35,59,45,41,9,12,24,44,632,1,1,1,6,0,2,44,38,880,006322,GENERAL LAMADRID,Buenos Aires,0,82
0,74,9,20,0,7,44,0,0,1,3640,47,146,22,1,2,3,7,69,1052,31,1,1,24,0,3,0,0,909,006679,RIVADAVIA,Buenos Aires,6,29
0,63,2,60,22,2,115,0,42,15,4126,57,208,47,0,3,27,1,84,2927,4,0,3,52,0,1,45,2,1276,006455,LAS FLORES,Buenos Aires,58,56
2,1093,1033,797,2,1,664,11,18,83,110545,2198,1624,514,30,56,24,44,702,24081,280,269,699,776,8,53,0,41,23155,006539,MERLO,Buenos Aires,573,849
0,107,1,45,1,0,101,27,27,3,4739,137,151,20,5,1,1,3,61,1995,2,3,2,23,2,2,43,35,1270,006147,CARLOS CASARES,Buenos Aires,6,65
17,361,3,13,27,1,49,0,0,17,2475,54,108,155,17,13,0,0,37,1127,3,1,5,17,0,8,11,7,655,006819,TORNQUIST,Buenos Aires,21,185
0,125,12,46,29,43,47,2,0,2,6838,359,240,83,0,29,2,1,107,3356,5,4,37,64,3,27,32,1,1408,006714,SALTO,Buenos Aires,8,54
5,2551,175,981,33,4,1286,47,1,136,46698,3533,1517,962,75,205,23,94,778,32762,303,30,136,522,14,34,0,15,8628,006861,VICENTE LOPEZ,Buenos Aires,239,2805
0,185,5,37,44,1,100,0,0,2,9851,58,246,62,0,3,1,0,107,2299,4,1,2,40,0,1,0,2,2625,006105,BOLIVAR,Buenos Aires,20,31
0,23,1,145,0,2,26,9,0,2,2894,142,156,8,2,4,3,3,84,2458,0,50,8,24,8,1,0,1,672,006294,GENERAL ARENALES,Buenos Aires,10,19
0,349,1,35,0,2,109,0,0,37,5429,74,205,150,1,20,8,0,73,1445,0,1,2,18,0,2,45,14,1700,006196,CORONEL PRINGLES,Buenos Aires,20,275
0,97,7,55,4,11,91,46,0,3,4183,106,139,31,4,5,2,0,78,1603,4,1,20,34,0,1,0,2,1248,006547,MONTE,Buenos Aires,25,83
4,1891,266,499,1,4,789,10,1,106,82018,1953,1413,752,15,67,20,48,1020,18591,180,141,207,971,2,18,0,38,23612,006805,TIGRE,Buenos Aires,310,1395
0,18,3,22,6,39,17,31,0,3,1525,35,117,20,0,0,0,1,46,627,7,0,1,21,50,22,0,2,502,006168,CASTELLI,Buenos Aires,15,15
0,199,4,95,0,0,97,1,1,10,9724,67,249,55,6,4,3,2,150,6184,21,0,2,44,2,12,31,1,2314,006588,NUEVE DE JULIO,Buenos Aires,57,63
1,1516,774,812,14,2,1249,17,1,112,110878,3664,2184,749,67,63,42,77,1247,25343,627,125,466,1065,7,55,0,84,25745,006028,ALMIRANTE BROWN,Buenos Aires,470,1250
2,112,20,69,43,2,95,29,36,6,7066,227,200,29,0,7,12,35,117,2308,1,2,11,42,0,1,0,1,1755,006077,ARRECIFES,Buenos Aires,41,65
0,21,0,3,40,39,20,0,30,1,740,2,28,4,8,1,2,0,15,200,0,30,1,2,0,0,0,0,321,006630,PILA,Buenos Aires,13,15
11,2777,206,898,17,2,1664,33,1,226,71800,2941,2432,1533,53,94,25,118,840,30081,250,44,154,520,7,15,41,14,14684,006756,SAN ISIDRO,Buenos Aires,267,2780
37,130,1,11,15,22,20,7,0,1,2127,36,57,19,7,0,1,1,11,557,41,0,11,34,0,8,18,18,402,006721,SALLIQUELO,Buenos Aires,4,47
4,3170,2547,1887,11,23,1316,30,9,203,262320,6331,3987,1287,92,115,98,119,2275,78712,302,542,1420,2580,9,218,49,146,62683,006427,MATANZA,Buenos Aires,1649,2287
40,191,1,15,0,0,38,10,49,7,2766,42,73,54,1,0,45,1,39,643,49,45,2,9,2,0,25,0,580,006399,GUAMINI,Buenos Aires,4,151
0,1692,890,666,2,6,486,12,5,114,95312,1919,1118,496,12,45,62,41,456,14730,194,94,346,1009,2,29,8,30,24360,006560,MORENO,Buenos Aires,435,957
0,3406,3,54,2,0,187,3,42,37,5260,286,239,863,3,43,4,1,103,1312,10,3,4,38,3,2,14,1,1863,006203,CORONEL SUAREZ,Buenos Aires,19,1631
0,1531,131,280,19,1,279,1,2,38,36411,758,842,417,15,8,9,43,331,12597,14,14,93,194,2,13,0,3,6552,006763,SAN NICOLAS,Buenos Aires,172,534
44,141,63,59,1,1,80,1,0,5,5107,214,127,52,3,5,1,9,64,1742,7,3,25,55,0,1,0,10,1730,006644,PINAMAR,Buenos Aires,126,105
2,1426,412,966,12,3,447,19,8,60,87157,2896,1399,480,28,87,29,33,626,31431,258,109,300,897,2,28,0,34,13999,006840,TRES DE FEBRERO,Buenos Aires,356,1072
3,2640,366,1652,5,10,1492,17,5,382,174777,3666,3239,1236,41,166,40,115,1506,57671,428,89,381,1240,4,134,0,16,39216,006357,GENERAL PUEYRREDON,Buenos Aires,672,2090
19,191,33,90,1,28,215,8,1,2,9279,252,303,97,1,3,16,3,183,6605,24,11,38,153,0,7,9,4,3511,006532,MERCEDES,Buenos Aires,62,160
0,34,6,22,0,0,35,0,23,3,3077,34,103,3,2,1,2,1,27,685,1,1,0,32,45,0,13,0,618,006154,CARLOS TEJEDOR,Buenos Aires,2,22
44,110,9,152,0,15,184,0,0,2,4761,111,212,31,0,3,1,2,110,2267,18,0,4,9,0,7,0,7,1829,006238,DOLORES,Buenos Aires,19,67
13,48,2,66,0,9,62,31,0,4,4150,136,77,26,1,1,42,48,37,922,20,1,7,30,17,4,0,1,1692,006315,GENERAL MADARIAGA,Buenos Aires,15,40
36,125,4,120,6,50,167,3,0,7,11997,156,402,61,0,3,4,19,154,12223,21,3,27,106,1,10,44,2,2260,006224,CHIVILCOY,Buenos Aires,21,109
34,127,20,68,0,1,33,0,0,42,4226,35,147,51,0,14,1,1,58,1759,11,0,11,21,31,2,0,0,1285,006084,JUAREZ,Buenos Aires,8,79
22,5,0,6,18,0,6,22,0,1,396,4,60,3,0,46,28,46,14,155,0,3,0,11,4,0,30,48,285,006308,GENERAL GUIDO,Buenos Aires,0,5
0,993,51,106,34,34,133,0,0,37,4477,155,230,321,3,10,1,20,130,1250,3,8,6,38,33,160,0,1,1200,006602,PATAGONES,Buenos Aires,661,423
8,229,35,119,0,35,100,4,0,12,11578,190,184,71,17,1,1,3,142,2576,33,15,28,78,3,8,0,3,2111,006134,CAÑUELAS,Buenos Aires,70,110
36,29,2,4,11,0,9,43,33,1,924,22,61,19,1,2,0,0,12,420,0,1,0,13,0,0,0,41,324,006616,PELLEGRINI,Buenos Aires,4,6
0,230,51,141,28,1,267,39,0,17,15859,534,359,159,4,24,7,16,176,6567,38,8,35,199,15,7,40,4,3534,006420,LA COSTA,Buenos Aires,126,201
0,41,13,17,7,1,20,16,2,1,3891,65,85,14,20,1,5,3,90,1176,1,6,15,44,25,1,37,1,1099,006505,MAGDALENA,Buenos Aires,13,47
41,70,2,18,0,0,24,0,0,5,1949,16,165,60,0,1,28,28,55,1334,0,33,10,12,0,1,43,1,1521,006672,RAUCH,Buenos Aires,11,13
0,19,327,71,1,21,2,40,17,1,6412,5,45,1,0,50,16,0,1,165,3,45,318,7,0,14,0,0,1259,010105,TINOGASTA,Catamarca,14,0
0,0,34,1,1,50,0,17,25,0,456,1,1,38,0,0,0,38,4,1,0,39,20,0,39,0,14,0,112,010028,ANTOFAGASTA DE LA SIERRA,Catamarca,4,0
15,23,545,31,46,25,2,0,0,1,10567,2,95,1,0,1,0,1,5,102,0,150,637,20,7,1,0,1,1463,010035,BELEN,Catamarca,12,8
0,2,27,5,19,0,14,35,0,1,1277,4,3,18,0,1,0,0,2,41,0,0,4,9,30,0,0,24,247,010056,EL ALTO,Catamarca,0,0
0,1,5,27,0,11,46,21,0,0,1590,5,3,0,0,1,0,1,41,64,0,1,19,3,0,1,26,0,320,010077,PACLIN,Catamarca,0,0
0,3,14,19,33,0,5,50,0,0,2967,6,21,2,6,5,30,0,0,70,5,2,334,15,0,51,27,1,885,010084,POMAN,Catamarca,8,1
0,14,30,25,17,30,26,15,0,0,5835,8,18,2,0,0,0,33,1,249,22,2,84,4,27,4,0,2,860,010042,CAPAYAN,Catamarca,5,17
0,18,43,28,20,0,4,21,18,1,4331,27,107,1,1,1,3,1,44,193,4,19,262,4,4,36,0,2,1552,010021,ANDALGALA,Catamarca,24,1
0,14,3,17,47,0,7,0,0,3,1618,1,9,1,1,29,1,0,4,64,0,2,50,1,0,1,0,33,397,010007,AMBATO,Catamarca,1,0
0,18,20,43,1,1,18,0,6,1,7483,8,39,47,0,7,31,0,2,163,14,2,73,6,1,1,26,2,1316,010070,LA PAZ,Catamarca,2,3
0,56,69,193,1,1,34,48,0,6,5768,33,86,6,0,1,3,1,6,445,5,8,95,19,1,12,7,24,1822,010112,VALLE VIEJO,Catamarca,9,3
30,275,280,763,11,0,306,1,0,28,47403,180,337,21,21,13,6,21,24,2759,37,73,1420,164,3,44,31,6,13163,010049,CAPITAL,Catamarca,99,31
0,2,0,6,32,6,3,18,17,0,1061,40,1,0,0,1,0,19,48,13,0,1,7,9,31,1,0,49,326,010014,ANCASTI,Catamarca,0,0
0,6,31,12,3,23,5,12,24,7,3890,4,25,11,1,1,6,1,36,99,4,2,11,7,6,0,21,3,714,010098,SANTA ROSA,Catamarca,1,0
0,28,19,29,40,0,9,0,0,4,5149,15,27,28,1,0,50,1,0,186,1,2,100,13,46,1,0,0,861,010063,FRAY MAMERTO ESQUIU,Catamarca,5,2
0,33,1135,44,48,14,4,0,0,1,6033,13,12,0,0,3,0,27,28,383,3,92,385,6,11,7,1,1,881,010091,SANTA MARIA,Catamarca,20,5
0,285,30,197,0,3,190,16,0,8,12438,984,403,87,23,1,10,3,58,20006,34,3,24,88,2,2,0,1,2787,082014,CASEROS,Santa Fe,26,164
48,335,3,81,0,46,207,0,34,5,6823,38,351,185,1,3,1,0,30,1466,12,2,6,32,29,13,31,15,2152,082098,SAN JAVIER,Santa Fe,44,312
2,5853,47,290,17,0,796,2,1,130,13068,305,1628,1361,1,23,22,176,106,14137,16,1,11,149,383,7,0,2,2849,082070,LAS COLONIAS,Santa Fe,33,1935
1,760,53,387,0,1,715,2,1,38,49567,2101,1200,266,31,27,18,40,333,24399,69,34,46,256,10,50,6,6,7715,082042,GENERAL LOPEZ,Santa Fe,105,569
23,333,59,219,0,2,114,37,0,6,17395,671,458,113,16,20,32,17,125,12498,7,3,33,133,1,17,0,6,4042,082028,CONSTITUCION,Santa Fe,33,239
0,841,3,106,50,12,136,2,26,28,14299,324,336,247,3,42,0,30,60,6706,3,4,37,37,51,5,0,1,2665,082091,SAN CRISTOBAL,Santa Fe,18,382
7,382,12,118,0,34,136,36,0,8,3720,26,202,121,27,0,0,30,39,878,37,8,0,42,1,1,6,2,1278,082035,GARAY,Santa Fe,10,80
6,2687,36,412,0,8,472,6,1,59,27028,641,652,523,1,155,4,255,204,25023,19,4,42,163,147,24,8,3,6993,082021,CASTELLANOS,Santa Fe,34,1424
1,215,18,101,0,2,40,2,0,20,6098,220,233,90,1,5,5,6,26,6135,9,4,28,44,13,3,0,1,2262,082007,BELGRANO,Santa Fe,27,91
10,170,18,137,0,1,64,3,0,39,11864,303,236,95,5,9,9,14,110,10476,10,7,33,47,1,1,0,6,2826,082056,IRIONDO,Santa Fe,39,156
0,271,6,144,2,1,89,0,0,13,11653,310,333,190,1,5,20,22,53,3001,0,1,15,78,7,4,0,1,2992,082133,VERA,Santa Fe,54,240
0,244,4,138,2,0,39,0,0,2,6014,244,124,40,2,12,3,10,19,1208,14,42,34,38,16,4,0,1,1744,082077,NUEVE DE JULIO,Santa Fe,2,77
1,239,36,110,0,15,100,1,0,11,8408,110,419,134,1,14,0,17,51,4375,5,16,7,76,2,2,0,0,2364,082112,SAN JUSTO,Santa Fe,70,155
2,1368,38,889,2,6,842,0,10,63,29788,480,2100,563,3,5,2,58,172,11778,15,6,32,268,38,4,29,1,8482,082049,GENERAL OBLIGADO,Santa Fe,58,636
0,547,57,84,16,2,100,1,33,20,11515,226,260,132,21,5,1,7,104,10088,8,4,33,55,14,1,0,2,2262,082126,SAN MARTIN,Santa Fe,35,236
4,630,28,132,1,3,130,8,26,13,13606,333,389,122,12,6,0,39,76,9850,5,4,36,66,10,1,41,5,3755,082105,SAN JERONIMO,Santa Fe,16,244
1,1119,54,367,1,3,349,1,0,38,29014,1038,891,352,19,13,12,77,216,20549,42,44,50,193,3,12,29,22,7653,082119,SAN LORENZO,Santa Fe,48,490
