AFRICANO,ALEMAN,ANDINO,ARABE,ARMENIO,BELGA,BRITÁNICO,CHINO,COREANO,ESCANDINAVO,ESPAÑOL,ESTE EUROPEO,FRANCES,GERMANICO,GRIEGO,HEBREO,HINDU,HOLANDES,IBERICO,ITALIANO,JAPONES,JUJUY,NOA,PORTUGUES,SUIZOS,SUR,TAILANDIA,TIERRAS BAJAS,VASCO,departamento_id,departamento_nombre,provincia_nombre
0,122,1,14,19,2,13,1,0,106,1696,5,28,36,1,0,0,5,17,628,1,33,1,8,0,0,36,0,357,006742,SAN CAYETANO,Buenos Aires
0,523,66,149,0,1,181,9,0,39,19359,185,593,255,24,4,5,27,239,6799,17,14,27,244,5,1,24,5,4472,006882,ZARATE,Buenos Aires
2,566,246,257,3,6,456,7,1,49,40106,255,563,298,8,26,15,25,402,11036,62,43,189,341,6,21,48,7,6175,006410,ITUZAINGO,Buenos Aires
21,58,6,6,1,0,119,8,50,3,2322,3,27,28,0,1,38,34,46,966,3,1,1,43,0,1,0,2,612,006784,SUIPACHA,Buenos Aires
0,363,52,289,2,6,199,21,0,26,18079,279,237,122,12,5,3,18,146,4682,18,9,43,172,45,18,33,4,3020,006098,BERISSO,Buenos Aires
23,790,45,228,2,4,292,1,33,583,17361,103,495,206,2,2,4,9,387,6172,33,1,9,140,1,15,19,2,5077,006581,NECOCHEA,Buenos Aires
0,350,7,235,0,0,140,0,0,453,11750,26,314,227,1,9,6,43,267,4345,4,2,33,48,0,17,0,0,2228,006833,TRES ARROYOS,Buenos Aires
42,252,16,91,0,0,145,0,0,8,15506,94,282,75,16,3,16,21,139,2937,6,2,20,98,23,7,0,1,2132,006770,SAN PEDRO,Buenos Aires
0,1187,4,13,0,0,61,8,45,48,3375,20,160,277,28,41,1,6,24,636,1,0,1,13,0,4,44,26,432,006651,PUAN,Buenos Aires
1,616,66,157,1,2,212,5,35,20,21911,105,365,180,2,10,1,5,326,8514,34,29,33,266,1,18,0,6,4212,006497,LUJAN,Buenos Aires
0,20,2,32,0,0,36,34,24,1,2788,3,52,13,1,0,13,3,35,770,1,0,1,47,0,1,19,25,585,006351,GENERAL PINTO,Buenos Aires
25,1318,632,358,3,1,412,5,46,72,133150,451,1085,258,30,19,48,25,515,7443,286,182,266,765,1,42,0,33,19688,006274,FLORENCIO VARELA,Buenos Aires
33,21,1,10,25,47,35,0,0,7,2367,3,44,2,1,1,46,6,35,550,2,0,0,9,0,1,0,0,376,006277,F.AMEGHINO,Buenos Aires
0,1226,198,331,1,0,355,8,1,49,43576,271,645,353,14,33,11,31,405,9894,50,79,202,352,1,16,0,16,9218,006408,HURLINGHAM,Buenos Aires
0,165,53,46,1,1,54,1,50,13,7037,36,108,90,3,4,3,2,54,1118,1,2,16,78,1,5,0,3,1198,006266,EXALTACION DE LA CRUZ,Buenos Aires
10,30,1,10,0,0,30,9,9,1,2751,11,81,8,13,6,0,7,23,416,2,0,0,5,28,2,0,0,488,006406,HIPOLITO YRIGOYEN,Buenos Aires
41,185,9,68,49,18,89,0,0,10,8183,26,203,137,21,5,1,3,80,2191,13,1,9,54,14,2,8,1,1108,006070,BARADERO,Buenos Aires
0,81,1,83,44,7,56,14,23,15,7136,11,125,41,5,2,8,2,76,3409,8,9,3,42,0,30,28,0,1298,006854,VEINTICINCO DE MAYO,Buenos Aires
44,246,39,48,3,3,121,50,0,10,7169,75,118,71,3,5,4,4,111,1490,3,8,11,87,18,1,21,4,1294,006868,VILLA GESELL,Buenos Aires
3,66,3,29,0,1,78,5,1,23,3132,4,67,42,0,6,1,1,27,1210,1,1,1,29,11,1,0,1,902,006301,GENERAL BELGRANO,Buenos Aires
1,1296,463,374,1,6,444,9,2,63,53940,313,962,630,18,38,25,86,596,8991,140,73,210,545,2,31,19,30,11756,006760,SAN MIGUEL,Buenos Aires
13,85,2,42,22,17,64,38,50,20,3534,3,111,57,1,4,3,6,51,735,8,1,3,35,5,0,48,41,881,006476,LOBERIA,Buenos Aires
0,72,9,37,34,2,124,5,0,1,8206,44,202,21,5,1,0,5,195,3927,8,1,2,91,4,3,0,49,2101,006469,LINCOLN,Buenos Aires
23,1337,453,519,3,2,498,2,0,47,91196,626,1065,558,10,22,30,23,578,11823,77,115,267,810,3,53,0,22,14941,006091,BERAZATEGUI,Buenos Aires
28,189,21,705,1,0,275,2,27,20,22377,219,447,97,3,10,25,7,239,12890,10,3,80,157,1,5,0,0,4362,006623,PERGAMINO,Buenos Aires
16,13,2,14,0,28,47,0,0,2,2388,8,43,27,0,21,1,0,28,1269,1,4,1,22,0,35,41,1,463,006693,ROQUE PEREZ,Buenos Aires
1,120,8,67,31,1,102,30,36,22,8322,49,148,80,5,5,6,11,133,2132,5,2,8,77,2,3,12,1,1484,006280,GENERAL ALVARADO,Buenos Aires
1,30,6,23,50,1,16,27,0,3,1964,31,101,27,6,1,8,0,43,604,43,3,6,26,0,3,0,1,546,006655,PUNTA INDIO,Buenos Aires
49,265,13,363,22,3,226,1,1,19,22680,99,403,104,28,4,17,4,264,8580,24,3,22,219,42,52,31,2,3612,006413,JUNIN,Buenos Aires
17,2815,379,875,15,12,663,32,5,71,84729,633,1010,1650,64,87,37,69,898,28278,118,133,357,864,10,41,30,59,12980,006371,GENERAL SAN MARTIN,Buenos Aires
0,142,2,18,1,0,123,1,4,2,3034,21,116,37,45,4,44,1,70,2140,3,1,3,59,1,0,0,1,838,006735,SAN ANTONIO DE ARECO,Buenos Aires
0,16,2,9,40,43,44,8,0,4,2677,3,29,19,3,0,1,34,109,726,0,1,19,15,0,0,0,0,700,006287,GENERAL ALVEAR,Buenos Aires
0,48,13,2,0,0,29,13,2,1,2352,5,47,6,0,1,6,0,26,1731,1,30,5,14,0,6,0,0,324,006021,ALBERTI,Buenos Aires
23,36,2,53,0,1,56,0,0,18,5097,18,144,34,0,1,1,0,38,1356,4,0,1,36,0,1,12,0,1539,006042,AYACUCHO,Buenos Aires
42,910,316,322,1,5,379,4,8,25,66031,243,604,310,8,13,22,18,249,5571,123,94,328,566,7,17,3,32,12655,006412,J.C.PAZ,Buenos Aires
0,123,4,37,0,0,61,4,0,14,8685,23,186,46,2,6,19,3,71,2112,16,4,5,27,41,2,39,0,1562,006609,PEHUAJO,Buenos Aires
0,30,1,29,16,0,37,0,0,33,1879,2,62,15,0,1,2,18,25,625,4,1,3,23,30,0,0,15,492,006798,TAPALQUE,Buenos Aires
2,1890,875,764,18,8,1198,13,1,118,158900,925,2299,1016,61,80,66,45,1537,36801,219,118,683,1450,7,48,49,98,27192,006490,LOMAS DE ZAMORA,Buenos Aires
35,82,5,38,0,3,72,1,14,24,6694,37,83,79,1,2,5,2,70,1344,2,0,6,90,0,10,11,2,1222,006119,BRANDSEN,Buenos Aires
2,1496,791,268,0,6,333,13,9,30,40418,207,722,559,28,19,11,28,300,8086,113,51,195,498,4,28,27,17,8376,006252,ESCOBAR,Buenos Aires
35,142,7,177,0,0,114,3,33,17,9237,43,178,47,1,1,4,13,128,3104,2,0,1,85,1,6,26,1,2543,006063,BALCARCE,Buenos Aires
0,62,1,33,48,1,39,0,48,42,2620,1,19,34,39,1,1,0,29,1111,2,40,9,28,27,5,0,0,631,006014,GONZALES CHAVES,Buenos Aires
4,988,335,484,9,3,473,12,2,90,81428,995,1238,441,50,67,25,34,1233,19078,77,108,283,1085,1,40,0,19,13592,006035,AVELLANEDA,Buenos Aires
0,68,1,48,10,0,30,26,43,2,4568,21,166,36,3,3,13,1,54,1634,2,2,8,65,32,5,17,1,817,006686,ROJAS,Buenos Aires
23,1421,37,236,0,7,304,1,0,72,18230,92,694,583,7,48,63,6,299,8160,10,6,39,243,0,19,42,22,3400,006595,OLAVARRIA,Buenos Aires
0,205,14,53,0,0,108,4,2,11,9135,12,370,111,5,7,4,9,105,3245,20,44,3,51,1,15,34,1,1389,006826,TRENQUE LAUQUEN,Buenos Aires
1,328,230,76,3,1,94,1,40,31,17041,77,254,208,6,14,7,4,135,2903,3,57,56,56,1,11,0,4,1891,006182,CORONEL ROSALES,Buenos Aires
2,1873,447,406,4,7,411,6,49,35,85519,249,849,683,11,32,11,38,345,6804,78,160,654,585,27,28,26,67,15138,006515,MALVINAS ARGENTINAS,Buenos Aires
0,7,44,6,50,9,6,40,0,3,771,1,8,7,42,0,45,29,11,151,44,10,2,5,35,1,49,0,169,006336,GENERAL LAVALLE,Buenos Aires
28,79,44,31,50,0,57,1,48,11,1713,3,68,63,0,2,10,0,42,411,4,28,1,22,0,1,0,2,660,006448,LAPRIDA,Buenos Aires
37,564,150,94,24,11,71,43,14,26,6528,37,90,288,0,1,1,5,55,1323,2,21,24,60,1,50,0,5,1187,006875,VILLARINO,Buenos Aires
17,689,8,32,0,0,55,47,6,28,2496,48,70,267,18,2,21,1,65,729,31,1,5,31,45,23,0,0,644,006007,ADOLFO ALSINA,Buenos Aires
21,96,11,88,15,25,208,2,25,21,5518,31,251,82,2,3,2,4,165,2184,4,3,2,38,2,1,3,3,2887,006217,CHASCOMUS,Buenos Aires
32,1154,8,26,0,1,166,0,12,18,2967,59,261,172,1,16,5,2,125,1023,0,2,23,45,42,8,13,29,699,006700,SAAVEDRA,Buenos Aires
0,538,37,247,2,2,231,1,0,320,24333,167,474,224,8,41,3,16,440,7821,13,4,40,185,1,11,13,1,6624,006791,TANDIL,Buenos Aires
0,131,69,78,0,3,127,0,0,17,13215,69,177,71,2,9,4,8,97,1567,34,19,52,134,1,10,1,1,2404,006525,MARCOS PAZ,Buenos Aires
2,2338,564,704,4,5,930,10,1,112,112342,777,1739,843,47,130,67,61,1129,36500,168,131,366,1418,13,63,37,30,27333,006658,QUILMES,Buenos Aires
22,314,54,121,0,1,171,0,3,32,12081,55,365,86,2,22,4,2,144,3580,1,2,51,109,8,17,0,2,3847,006049,AZUL,Buenos Aires
48,80,20,50,22,0,66,16,25,5,6117,26,68,22,2,1,1,10,63,2605,16,2,8,39,22,15,46,4,1580,006665,RAMALLO,Buenos Aires
32,196,61,138,1,0,97,2,0,8,14678,75,207,96,4,4,3,10,132,3512,7,16,44,246,1,4,0,3,2796,006245,ENSENADA,Buenos Aires
30,20,1,11,0,14,28,0,2,1,2253,2,41,20,0,0,0,0,55,731,1,13,1,11,0,1,22,4,726,006511,MAIPU,Buenos Aires
3,624,271,261,27,1,209,1,1,10,35322,144,362,135,20,14,6,9,256,5709,51,64,182,424,4,9,37,13,6444,006270,EZEIZA,Buenos Aires
28,157,3,6,0,34,65,30,0,1,5214,3,47,53,0,14,0,2,39,524,0,2,1,16,0,8,45,2,880,006231,DAIREAUX,Buenos Aires
48,143,5,56,0,1,155,0,0,6,5894,15,186,56,6,2,4,3,61,4440,4,1,2,40,50,1,50,2,1330,006483,LOBOS,Buenos Aires
1,1659,526,349,2,10,602,15,23,131,70371,203,905,537,15,37,34,30,454,7447,48,53,182,815,15,16,45,20,11063,006638,PILAR,Buenos Aires
0,90,2,27,36,9,13,30,0,1,5904,50,85,23,1,2,4,0,39,2402,1,1,7,19,27,15,0,1,805,006175,COLON,Buenos Aires
35,10,2,9,19,36,4,0,10,20,455,0,4,2,0,17,0,23,19,55,0,26,0,0,0,7,5,1,158,006812,TORDILLO,Buenos Aires
0,1492,311,708,9,14,514,22,1,63,83435,611,1201,515,25,46,33,34,818,25196,121,70,341,718,1,30,0,23,11359,006568,MORON,Buenos Aires
3,1591,422,803,22,5,601,8,2,77,121477,1313,1369,698,54,128,47,60,1304,35018,111,71,375,1129,6,36,0,39,18616,006434,LANUS,Buenos Aires
0,165,6,5,47,36,30,19,34,9,2458,6,45,45,41,9,12,24,44,495,1,1,1,6,0,2,44,38,694,006322,GENERAL LAMADRID,Buenos Aires
0,74,9,17,0,7,44,0,0,1,3640,18,110,22,1,2,3,7,69,803,31,1,1,24,0,3,0,0,766,006679,RIVADAVIA,Buenos Aires
0,63,2,53,22,2,115,0,42,15,4126,13,117,47,0,3,27,1,84,2301,4,0,3,52,0,1,45,2,1011,006455,LAS FLORES,Buenos Aires
2,1093,1033,670,2,1,664,11,18,83,110545,505,1224,514,30,56,24,44,702,19643,168,269,699,776,8,53,0,41,21187,006539,MERLO,Buenos Aires
0,107,1,45,1,0,101,27,27,3,4739,12,114,20,5,1,1,3,61,1444,2,3,2,23,2,2,43,35,1014,006147,CARLOS CASARES,Buenos Aires
17,361,3,9,27,1,49,0,0,17,2475,11,70,155,17,13,0,0,37,841,1,1,5,17,0,8,11,7,506,006819,TORNQUIST,Buenos Aires
0,125,12,42,29,43,47,2,0,2,6838,99,176,83,0,29,2,1,107,2468,2,4,37,64,3,27,32,1,1223,006714,SALTO,Buenos Aires
5,2551,175,804,33,4,1286,47,1,136,46698,604,1122,962,75,205,23,94,778,25302,138,30,136,522,14,34,0,15,6930,006861,VICENTE LOPEZ,Buenos Aires
0,185,5,32,44,1,100,0,0,2,9851,12,145,62,0,3,1,0,107,1659,1,1,2,40,0,1,0,2,2139,006105,BOLIVAR,Buenos Aires
0,23,1,100,0,2,26,9,0,2,2894,26,82,8,2,4,3,3,84,1811,0,50,8,24,8,1,0,1,600,006294,GENERAL ARENALES,Buenos Aires
0,349,1,30,0,2,109,0,0,37,5429,19,171,150,1,20,8,0,73,1060,0,1,2,18,0,2,45,14,1226,006196,CORONEL PRINGLES,Buenos Aires
0,97,7,28,4,11,91,46,0,3,4183,16,89,31,4,5,2,0,78,1332,1,1,20,34,0,1,0,2,1005,006547,MONTE,Buenos Aires
4,1891,266,403,1,4,789,10,1,106,82018,466,1064,752,15,67,20,48,1020,14195,75,141,207,971,2,18,0,38,22053,006805,TIGRE,Buenos Aires
0,18,3,22,6,39,17,31,0,3,1525,7,52,20,0,0,0,1,46,438,2,0,1,21,50,22,0,2,379,006168,CASTELLI,Buenos Aires
0,199,4,93,0,0,97,1,1,10,9724,18,144,55,6,4,3,2,150,4806,6,0,2,44,2,12,31,1,1804,006588,NUEVE DE JULIO,Buenos Aires
1,1516,774,639,14,2,1249,17,1,112,110878,947,1743,749,67,63,42,77,1247,19833,381,125,466,1065,7,55,0,84,23674,006028,ALMIRANTE BROWN,Buenos Aires
2,112,20,57,43,2,95,29,36,6,7066,47,182,29,0,7,12,35,117,1841,0,2,11,42,0,1,0,1,1518,006077,ARRECIFES,Buenos Aires
0,21,0,3,40,39,20,0,30,1,740,1,13,4,8,1,2,0,15,147,0,30,1,2,0,0,0,0,237,006630,PILA,Buenos Aires
11,2777,206,718,17,2,1664,33,1,226,71800,656,1773,1533,53,94,25,118,840,22375,125,44,154,520,7,15,41,14,12696,006756,SAN ISIDRO,Buenos Aires
37,130,1,11,15,22,20,7,0,1,2127,3,50,19,7,0,1,1,11,451,41,0,11,34,0,8,18,18,309,006721,SALLIQUELO,Buenos Aires
4,3170,2547,1544,11,23,1316,30,9,203,262320,1086,3281,1287,92,115,98,119,2275,64866,145,542,1420,2580,9,218,49,146,58044,006427,MATANZA,Buenos Aires
40,191,1,15,0,0,38,10,49,7,2766,9,44,54,1,0,45,1,39,458,47,45,2,9,2,0,25,0,424,006399,GUAMINI,Buenos Aires
0,1692,890,601,2,6,486,12,5,114,95312,347,834,496,12,45,62,41,456,11155,99,94,346,1009,2,29,8,30,22734,006560,MORENO,Buenos Aires
0,3406,3,49,2,0,187,3,42,37,5260,81,178,863,3,43,4,1,103,954,3,3,4,38,3,2,14,1,1485,006203,CORONEL SUAREZ,Buenos Aires
0,1531,131,214,19,1,279,1,2,38,36411,194,618,417,15,8,9,43,331,9357,7,14,93,194,2,13,0,3,5827,006763,SAN NICOLAS,Buenos Aires
44,141,63,37,1,1,80,1,0,5,5107,42,92,52,3,5,1,9,64,1326,6,3,25,55,0,1,0,10,1522,006644,PINAMAR,Buenos Aires
2,1426,412,807,12,3,447,19,8,60,87157,448,1072,480,28,87,29,33,626,23745,137,109,300,897,2,28,0,34,12471,006840,TRES DE FEBRERO,Buenos Aires
3,2640,366,1303,5,10,1492,17,5,382,174777,719,2239,1236,41,166,40,115,1506,43684,208,89,381,1240,4,134,0,16,33909,006357,GENERAL PUEYRREDON,Buenos Aires
19,191,33,73,1,28,215,8,1,2,9279,62,204,97,1,3,16,3,183,5126,20,11,38,153,0,7,9,4,3069,006532,MERCEDES,Buenos Aires
0,34,6,22,0,0,35,0,23,3,3077,12,54,3,2,1,2,1,27,523,1,1,0,32,45,0,13,0,508,006154,CARLOS TEJEDOR,Buenos Aires
44,110,9,140,0,15,184,0,0,2,4761,38,147,31,0,3,1,2,110,1838,0,0,4,9,0,7,0,7,1501,006238,DOLORES,Buenos Aires
13,48,2,65,0,9,62,31,0,4,4150,28,69,26,1,1,42,48,37,759,20,1,7,30,17,4,0,1,1382,006315,GENERAL MADARIAGA,Buenos Aires
36,125,4,101,6,50,167,3,0,7,11997,53,306,61,0,3,4,19,154,9988,12,3,27,106,1,10,44,2,1840,006224,CHIVILCOY,Buenos Aires
34,127,20,61,0,1,33,0,0,42,4226,12,107,51,0,14,1,1,58,1313,11,0,11,21,31,2,0,0,942,006084,JUAREZ,Buenos Aires
22,5,0,6,18,0,6,22,0,1,396,2,14,3,0,46,28,46,14,114,0,3,0,11,4,0,30,48,185,006308,GENERAL GUIDO,Buenos Aires
0,993,51,99,34,34,133,0,0,37,4477,51,177,321,3,10,1,20,130,979,2,8,6,38,33,160,0,1,990,006602,PATAGONES,Buenos Aires
8,229,35,111,0,35,100,4,0,12,11578,38,133,71,17,1,1,3,142,1997,30,15,28,78,3,8,0,3,1718,006134,CAÑUELAS,Buenos Aires
36,29,2,3,11,0,9,43,33,1,924,2,48,19,1,2,0,0,12,271,0,1,0,13,0,0,0,41,239,006616,PELLEGRINI,Buenos Aires
0,230,51,113,28,1,267,39,0,17,15859,77,291,159,4,24,7,16,176,5183,20,8,35,199,15,7,40,4,3021,006420,LA COSTA,Buenos Aires
0,41,13,17,7,1,20,16,2,1,3891,9,59,14,20,1,5,3,90,870,0,6,15,44,25,1,37,1,903,006505,MAGDALENA,Buenos Aires
41,70,2,18,0,0,24,0,0,5,1949,1,88,60,0,1,28,28,55,1128,0,33,10,12,0,1,43,1,1199,006672,RAUCH,Buenos Aires
0,19,327,69,1,21,2,40,17,1,6412,2,41,1,0,50,16,0,1,164,3,45,318,7,0,14,0,0,1218,010105,TINOGASTA,Catamarca
0,0,34,1,1,50,0,17,25,0,456,1,1,38,0,0,0,38,4,1,0,39,20,0,39,0,14,0,106,010028,ANTOFAGASTA DE LA SIERRA,Catamarca
15,23,545,26,46,25,2,0,0,1,10567,1,93,1,0,1,0,1,5,96,0,150,637,20,7,1,0,1,1415,010035,BELEN,Catamarca
0,2,27,5,19,0,14,35,0,1,1277,4,2,18,0,1,0,0,2,41,0,0,4,9,30,0,0,24,245,010056,EL ALTO,Catamarca
0,1,5,23,0,11,46,21,0,0,1590,3,3,0,0,1,0,1,41,60,0,1,19,3,0,1,26,0,309,010077,PACLIN,Catamarca
0,3,14,18,33,0,5,50,0,0,2967,6,21,2,6,5,30,0,0,70,5,2,334,15,0,51,27,1,872,010084,POMAN,Catamarca
0,14,30,24,17,30,26,15,0,0,5835,3,17,2,0,0,0,33,1,241,22,2,84,4,27,4,0,2,821,010042,CAPAYAN,Catamarca
0,18,43,25,20,0,4,21,18,1,4331,24,106,1,1,1,3,1,44,181,3,19,262,4,4,36,0,2,1513,010021,ANDALGALA,Catamarca
0,14,3,17,47,0,7,0,0,3,1618,0,7,1,1,29,1,0,4,63,0,2,50,1,0,1,0,33,385,010007,AMBATO,Catamarca
0,18,20,40,1,1,18,0,6,1,7483,8,39,47,0,7,31,0,2,154,14,2,73,6,1,1,26,2,1305,010070,LA PAZ,Catamarca
0,56,69,187,1,1,34,48,0,6,5768,22,83,6,0,1,3,1,6,426,1,8,95,19,1,12,7,24,1750,010112,VALLE VIEJO,Catamarca
30,275,280,717,11,0,306,1,0,28,47403,140,314,21,21,13,6,21,24,2598,21,73,1420,164,3,44,31,6,12403,010049,CAPITAL,Catamarca
0,2,0,6,32,6,3,18,17,0,1061,39,1,0,0,1,0,19,48,11,0,1,7,9,31,1,0,49,323,010014,ANCASTI,Catamarca
0,6,31,10,3,23,5,12,24,7,3890,2,19,11,1,1,6,1,36,95,4,2,11,7,6,0,21,3,688,010098,SANTA ROSA,Catamarca
0,28,19,29,40,0,9,0,0,4,5149,14,26,28,1,0,50,1,0,181,1,2,100,13,46,1,0,0,826,010063,FRAY MAMERTO ESQUIU,Catamarca
0,33,1135,40,48,14,4,0,0,1,6033,11,12,0,0,3,0,27,28,372,3,92,385,6,11,7,1,1,838,010091,SANTA MARIA,Catamarca
0,285,30,176,0,3,190,16,0,8,12438,286,335,87,23,1,10,3,58,15813,31,3,24,88,2,2,0,1,2581,082014,CASEROS,Santa Fe
48,335,3,80,0,46,207,0,34,5,6823,10,239,185,1,3,1,0,30,1175,0,2,6,32,29,13,31,15,2120,082098,SAN JAVIER,Santa Fe
2,5853,47,273,17,0,796,2,1,130,13068,118,1369,1361,1,23,22,176,106,12179,5,1,11,149,383,7,0,2,2758,082070,LAS COLONIAS,Santa Fe
1,760,53,321,0,1,715,2,1,38,49567,372,872,266,31,27,18,40,333,18733,32,34,46,256,10,50,6,6,6604,082042,GENERAL LOPEZ,Santa Fe
23,333,59,188,0,2,114,37,0,6,17395,161,399,113,16,20,32,17,125,9486,5,3,33,133,1,17,0,6,3769,082028,CONSTITUCION,Santa Fe
0,841,3,98,50,12,136,2,26,28,14299,107,248,247,3,42,0,30,60,5746,1,4,37,37,51,5,0,1,2583,082091,SAN CRISTOBAL,Santa Fe
7,382,12,118,0,34,136,36,0,8,3720,9,118,121,27,0,0,30,39,751,36,8,0,42,1,1,6,2,1262,082035,GARAY,Santa Fe
6,2687,36,366,0,8,472,6,1,59,27028,260,498,523,1,155,4,255,204,20665,17,4,42,163,147,24,8,3,6560,082021,CASTELLANOS,Santa Fe
1,215,18,95,0,2,40,2,0,20,6098,47,201,90,1,5,5,6,26,4388,9,4,28,44,13,3,0,1,2195,082007,BELGRANO,Santa Fe
10,170,18,128,0,1,64,3,0,39,11864,106,182,95,5,9,9,14,110,7971,6,7,33,47,1,1,0,6,2703,082056,IRIONDO,Santa Fe
0,271,6,122,2,1,89,0,0,13,11653,64,246,190,1,5,20,22,53,2291,0,1,15,78,7,4,0,1,2930,082133,VERA,Santa Fe
0,244,4,104,2,0,39,0,0,2,6014,101,84,40,2,12,3,10,19,1072,14,42,34,38,16,4,0,1,1673,082077,NUEVE DE JULIO,Santa Fe
1,239,36,100,0,15,100,1,0,11,8408,20,295,134,1,14,0,17,51,3226,5,16,7,76,2,2,0,0,2301,082112,SAN JUSTO,Santa Fe
2,1368,38,845,2,6,842,0,10,63,29788,97,1702,563,3,5,2,58,172,9746,13,6,32,268,38,4,29,1,8266,082049,GENERAL OBLIGADO,Santa Fe
0,547,57,75,16,2,100,1,33,20,11515,70,205,132,21,5,1,7,104,8279,4,4,33,55,14,1,0,2,2128,082126,SAN MARTIN,Santa Fe
4,630,28,126,1,3,130,8,26,13,13606,123,337,122,12,6,0,39,76,7831,1,4,36,66,10,1,41,5,3620,082105,SAN JERONIMO,Santa Fe
1,1119,54,311,1,3,349,1,0,38,29014,210,605,352,19,13,12,77,216,16189,22,44,50,193,3,12,29,22,7132,082119,SAN LORENZO,Santa Fe
18,1,3,2,2,0,12,35,0,0,504,1,3,11,28,1,0,43,4,22,0,1,2,3,0,20,21,0,68,026105,TELSEN,Chubut
0,10,1,4,41,0,9,0,0,1,1354,2,16,14,24,1,46,0,7,71,27,1,4,1,49,70,0,36,318,026098,TEHUELCHES,Chubut
13,52,21,13,28,0,49,0,0,8,2129,8,52,34,1,1,0,2,18,231,1,6,12,62,0,87,0,4,675,026091,SARMIENTO,Chubut
5,3,28,1,0,13,15,37,0,2,370,1,7,2,17,37,47,0,2,33,0,0,17,1,47,18,6,0,85,026028,FLORENTINO AMEGHINO,Chubut
11,165,20,82,1,1,574,3,2,15,9870,59,272,123,2,4,13,2,74,1533,4,5,17,42,2,615,0,4,1728,026035,FUTALEUFU,Chubut
0,4,12,3,0,0,3,0,0,40,204,0,1,2,0,0,32,5,2,12,0,0,0,0,0,10,50,7,50,026063,MARTIRES,Chubut
0,23,11,12,35,3,480,0,0,6,1482,14,48,27,0,4,2,3,30,203,2,1,1,11,0,73,0,0,359,026042,GAIMAN,Chubut
0,533,104,279,0,2,1139,2,0,62,20954,190,421,283,4,17,20,5,346,3893,17,24,69,140,1,788,0,3,3651,026077,RAWSON,Chubut
44,125,16,37,0,0,84,1,12,18,5090,43,103,92,1,5,1,5,50,546,6,2,4,28,1,465,0,1,1167,026014,CUSHAMEN,Chubut
2,608,623,280,19,2,426,2,2,52,45628,278,447,319,15,12,13,43,404,3386,4,148,561,255,6,627,0,1,9080,026021,ESCALANTE,Chubut
0,9,1,4,0,31,7,47,47,3,447,0,9,2,0,0,1,19,2,43,0,1,2,0,36,53,4,18,143,026056,LANGUINEO,Chubut
13,0,0,1,0,0,6,29,0,1,338,2,4,1,0,10,0,0,3,24,0,0,0,1,0,25,0,2,84,026070,PASO DE INDIOS,Chubut
0,3,2,2,0,37,2,23,39,46,246,48,1,1,0,0,25,23,47,14,0,1,1,33,48,41,0,36,85,026049,GASTRE,Chubut
0,261,198,132,9,0,267,1,0,53,16593,111,237,151,6,19,23,4,182,2300,19,42,51,173,1,326,0,3,3886,026007,BIEDMA,Chubut
0,10,25,6,0,0,7,0,29,1,1416,11,19,15,43,0,1,28,28,99,34,1,4,22,0,50,0,0,262,026084,RIO SENGUER,Chubut
47,9,7,7,48,23,1,40,13,16,1160,1,20,3,0,6,0,4,15,82,0,4,2,1,26,59,31,45,189,058028,COLLON CURA,Neuquén
0,1184,374,1009,3,2,598,7,3,121,63095,383,1214,479,10,76,27,40,874,10499,68,106,136,524,12,1675,34,13,14619,058035,CONFLUENCIA,Neuquén
5,0,49,2,48,31,36,0,0,16,517,1,1,1,20,0,0,31,1,5,0,0,0,1,0,54,23,0,94,058021,CATAN LIL,Neuquén
32,5,1,3,0,0,35,41,0,0,1284,5,14,4,0,0,0,39,3,68,27,1,1,5,31,45,0,0,369,058084,ÑORQUIN,Neuquén
0,12,35,16,2,0,2,37,0,4,2696,2,38,14,0,1,1,1,22,167,4,5,3,17,0,42,9,6,448,058014,AÑELO,Neuquén
0,156,15,68,0,31,69,1,0,18,6630,41,98,84,0,5,1,6,75,1153,5,9,3,44,0,168,0,1,1222,058056,LACAR,Neuquén
1,80,6,26,0,27,17,0,0,11,1953,21,35,39,0,4,29,4,52,617,2,2,12,26,0,79,0,1,543,058070,LOS LAGOS,Neuquén
0,7,2,2,0,31,0,0,0,0,3050,1,7,6,0,32,1,30,10,116,13,1,1,1,37,73,0,8,415,058077,MINAS,Neuquén
0,34,1,15,11,6,4,36,0,0,4953,9,41,10,1,28,8,0,56,196,24,3,2,25,0,9,0,1,649,058042,CHOS MALAL,Neuquén
0,30,14,46,2,39,16,2,0,17,3914,9,33,23,1,1,0,0,23,471,2,7,5,44,0,286,0,6,563,058049,HUILICHES,Neuquén
0,62,20,113,44,25,30,0,26,3,8338,43,117,55,27,8,3,23,81,967,8,6,14,45,0,494,0,2,2097,058112,ZAPALA,Neuquén
23,42,66,39,50,0,24,11,0,10,6174,11,80,25,0,2,4,2,63,483,15,6,7,27,0,46,50,16,1163,058091,PEHUENCHES,Neuquén
0,14,7,19,45,0,8,0,0,0,1764,7,8,12,50,8,0,1,10,66,0,5,0,11,0,47,0,38,202,058105,PICUNCHES,Neuquén
2,5,1,10,0,44,4,46,0,16,1785,3,24,12,0,23,34,12,11,62,6,1,0,9,0,12,0,6,308,058063,LONCOPUE,Neuquén
50,20,7,26,0,9,3,0,10,2,2017,4,10,10,0,1,2,1,11,154,1,0,1,20,0,104,45,0,272,058007,ALUMINE,Neuquén
